,favorite_count,full_text,hashtags,retweet_count,year,party_id
590204,5970,"b'This country is at its best when those living in rural America are given the opportunity to succeed. Thank you, @realDonaldTrump, for fighting for rural Americans! https://t.co/RqptjUDEab @POTUS #AFBF18'",AFBF18,1255,2018.0,R
111169,0,b'Did an interview w/ @FoxBusiness abt creating a business-friendly environment in this country http://bit.ly/j9P105 #tcot #tn03 #tn',tcot tn03 tn,0,2011.0,R
299421,5,b'This #budgetdeal is unacceptable - read my statement: https://t.co/2rBLSfWu6d',budgetdeal,7,2015.0,R
322219,1,b'.@NewsChannelNE on my tour of #NEbiz Appeara in Norfolk where I talked #taxreform and my #paidfamilyleave tax credit: https://t.co/QxwAfQtjRQ #StrongFamiliesAct',NEbiz taxreform paidfamilyleave StrongFamiliesAct,4,2018.0,R
334416,23,b'I spoke to @KattyKayBBC yesterday about whether or not Brett #Kavanaugh lied during his Senate testimony and why it is so important that the FBI investigation into his behavior be thorough and unrestricted. https://t.co/U8wYDQGScN',Kavanaugh,8,2018.0,D
592711,105,"b""More than 1 in 10 households in the US are food insecure \xe2\x80\x93 and Trump's cruel new #SNAP rule will only make that worse. We can't risk the health of everyday families by taking away their vital food assistance. #HandsOffSNAP https://t.co/j86crhdxn0""",SNAP HandsOffSNAP,53,2019.0,D
406955,2,b'#TBT: Thinking back to one of the best #4thofJuly with my brother Carl and Barbara!  Please share\xe2\x80\xa6 https://t.co/gETGNYDT1W',TBT 4thofJuly,1,2015.0,D
14641,1,b'I will be speaking on the House floor shortly about middle class tax cuts. #MiddleClassFirst',MiddleClassFirst,1,2015.0,D
5048,17,"b""On #WorldMentalHealthDay, let's recommit ourselves to investing in mental health support and treatment and ending the stigma around mental health.\n\nCheck in with yourself, your friends and family. Be supportive and listen to one another.\n\nAnd don't ever forget, you are not alone. https://t.co/lOmXrwvf4o""",WorldMentalHealthDay,5,2019.0,D
347036,93,"b'Must-read @RHFontaine @CNASdc in @WSJ: ""Reassuring #Asia of America\xe2\x80\x99s Commitment to the Region"" https://t.co/UUEbkJ2ZpY'",Asia,50,2017.0,R
589703,35,b'193 days ago we passed #HR8 to require #UniversalBackgroundChecks for all firearm purchases\xe2\x80\x94a policy over 90% of Americans support. @SenateGOP has done nothing with #HR8 while countless Americans die from gun violence. It\xe2\x80\x99s time we hold the Senate accountable! #DoSomething https://t.co/8k4wX7gcH1',HR8 UniversalBackgroundChecks HR8 DoSomething,17,2019.0,D
520557,2,b'Discussing pedestrian safety at @NYPD109Pct in wake of #Queens vehicle accidents that hit &amp; killed pedestrians. https://t.co/X7wF8FmcUm',Queens,1,2015.0,D
513648,15,b'Voting today on #TaxReform to make taxes #FairandSimple for all. Most #Missourians will be able to file taxes on a postcard like this \xe2\x86\x92 learn more at https://t.co/vT5irKbawA https://t.co/BzRxgskS45',TaxReform FairandSimple Missourians,9,2017.0,R
60461,685,"b'Democrats have long called for #TaxReform, but have suddenly changed their mind. Does a new @POTUS mean they are ok with slow growth and an underperforming #economy? \n\n@BretBaier @SpecialReport @FoxNews https://t.co/3Pv28SJ1Wh'",TaxReform economy,216,2017.0,R
1905,1,"b'Hey #AR3! If you are in the Western Grove area, stop by my #MobileOffice this morning.  https://t.co/57YpDs3ZQv https://t.co/H39x6HZkK9'",AR3 MobileOffice,0,2017.0,R
435562,610,"b""85-year-old grandma who's been hunting for over 60 years won't let anything stop her from doing what she loves.  Keep going!\n\nhttps://t.co/tNopsamL2j\n\n#hunternation""",hunternation,109,2018.0,R
62385,228,b'Hello @NewEngCollege! What an honor to visit &amp; be introduced by @TeamAmyNH Fellow &amp; New England College student Trevor Van Niel. Thank you for giving me the opportunity to meet w/ your students &amp; the community to talk about issues like college affordability &amp; health care. #FITN https://t.co/lYJRb2dLhR',FITN,60,2019.0,D
392842,0,b'Video: Comments on Enemy Expatriation Act (H.R. 3166) http://t.co/pEybeNoE #Citizenship #Terrorist #Expatriation',Citizenship Terrorist Expatriation,0,2011.0,R
404727,0,"b""RT @john_dingell: Home, @umichbball game on &amp; back to driving my staff nuts on the phone. I'm focused and feeling good. #GoBlue #WeWork""",GoBlue WeWork,17,2014.0,D
567080,269,"b""We don't need to debate this bill any longer. We need to vote and get relief to the American people. I'm passing this bill today in honor of all our brave first responders, people like my brother who is currently working as an ER nurse helping fight the pandemic. #WithYouToday https://t.co/t1YpkMOGJI""",WithYouToday,73,2020.0,D
467361,8,b'Reid needs to allow a vote on my amdt to #Ukraine Aid bill to expedite US #LNG exports to Ukraine &amp; our NATO allies http://t.co/GC9j4mXUFk',Ukraine LNG,12,2014.0,R
267839,50,"b'Today, we honor our nation\xe2\x80\x99s brave men and women who made sacrifices and fought for our freedom. Their heroism and valor embodies the true American spirit.\n\nThank you to all who served and are serving our great country. #VeteransDay'",VeteransDay,18,2018.0,D
200827,14,b'Truly passionate words from @SenToomey highlighting the urgency of passing the third phase of #COVID-19 relief. The Senate needs to pass this bipartisan bill as soon as possible. Small businesses and families across the nation are counting on us. We\xe2\x80\x99re all #InItTogether https://t.co/2HzBj0hspi',COVID InItTogether,8,2020.0,R
421066,878,"b""Watch this video about the Earth's climate changing at an unprecedented rate: http://t.co/WlZdS5PMLa #ActOnClimate""",ActOnClimate,764,2014.0,D
539426,17,b'Adding a citizenship question to the #2020Census will suppress participation by people of color and result in inaccurate data that does not reflect the makeup of our nation. We only have one chance in a decade to get the Census right. It must be fair and accurate. #everyonecounts',2020Census everyonecounts,10,2018.0,D
15723,23,"b'Proud to announce that @usedgov has awarded the Nevada Department of Education nearly $750,000 to continue promoting safe and supportive learning environments in #NV schools.'",NV,6,2018.0,R
255905,15,"b""Video shows alleged police assault on woman, 68, and son at a Sam's Club; https://t.co/hLbdo1O9J4 via @nbcnews Marvia and Derek Gray were subjected to excessive force that the Des Peres PD would have never used if the subjects in question were White. #BlackLivesMatter""",BlackLivesMatter,8,2020.0,D
126430,2,"b'By releasing Taliban 5 without notifying Congress, President usurped the authority of Congress. Disapproval resolution passed 249-163. #tcot'",tcot,2,2014.0,R
144795,16,"b""Hope y'all are safe in Kerrville, #TX21. Let us know if you need anything! \n\nhttps://t.co/bxiXeFitE1""",TX21,8,2020.0,R
454356,3,"b""What issues do you hope to hear about in tonight's #SOTU?""",SOTU,3,2018.0,R
353631,21,b'.@MercuryMarine is a great #MadeInWI business that is a leader promoting #STEM education in Fond du Lac. I\xe2\x80\x99ve had the pleasure of visiting them and thank you for joining me to discuss building up our #WI workforce. https://t.co/Btk0wr5th3',MadeInWI STEM WI,10,2018.0,D
287861,2289,"b'Despite Republican efforts to force us to pass these articles of impeachment in the dead of night, we will vote in the morning. The American people deserve to know the truth! \n\n#impeachmentDebate \n#DefendOurDemocracy'",impeachmentDebate DefendOurDemocracy,406,2019.0,D
48324,10,b'Did you (anyone) know that industrial ethyl alcohol is *THE* main ingredient in hand sanitizer? The #ethanol industry is ready to help produce this key ingredient for America. Guess who can make this in very large quantities? Look down below. Want to help? Let\xe2\x80\x99s talk! #America https://t.co/ssjc8WRPj0',ethanol America,3,2020.0,R
284797,36,"b""Spoke w/ Columbus @OncologyNursing last night about challenges they're facing in #COVID19. Both my mom &amp; daughter-in-law are nurses. I have profound respect &amp; appreciation for nurses' compassionate care. It's with great heart I thank our nation's nurses! #NationalNursesWeek https://t.co/5WJW7B9ucM""",COVID19 NationalNursesWeek,8,2020.0,R
43054,0,"b""RT @FlaDems: #OnThisDay 53 years ago, Dr. Martin Luther King, Jr. delivered his iconic 'I Have A Dream' speech #MarchOnWashington https://t\xe2\x80\xa6""",OnThisDay MarchOnWashington,84,2016.0,D
470894,5,b'Join me TOMORROW for a #2020Census Town Hall at 6 p.m.\n\nMORE INFO: https://t.co/W0UPJmefTw https://t.co/xRwoxGLUSp',2020Census,3,2020.0,D
269904,1484,"b'I stand w/ 14,000+ Marylanders who reached out to say education is a public trust -- not for sale to voucher schemes. #StopDeVos https://t.co/8WSl5umGTT'",StopDeVos,513,2017.0,D
186894,1,"b'In 2012, power plants in California released 48 million metric tons of carbon pollution = yearly pollution of 10 million cars. #ActOnClimate'",ActOnClimate,3,2014.0,D
414648,49,b'I joined 166 House colleagues in amicus brief for #FreedomToMarry because  #LoveCantWait &amp; #LoveMustWin',FreedomToMarry LoveCantWait LoveMustWin,26,2015.0,D
430712,15,b'Thanks to @SenOrrinHatch for working with me to pass #ECHOAct and give rural health professionals the training they need to improve care.',ECHOAct,6,2016.0,D
427262,2,b'Miss Libby from Smiths Station had me laughing during her visit to my office yesterday!  #AL03 https://t.co/yl7AR42LG4',AL03,2,2018.0,R
248733,10,"b'The #Janus decision today overturns forty years of precedent &amp; will undermine the ability of law enforcement officers, firefighters, teachers, &amp; other public servants to do their jobs &amp; earn the pay &amp; benefits they deserve while working in safe workplaces. https://t.co/PnEXopkJnG'",Janus,4,2018.0,D
337328,11,b'Congratulations to @CalStateLA on receiving almost $1 million in @NSF grant funding for their innovative work on data accessibility and civic engagement.\n\nExcited to see the opportunities this brings to CSULA students and #CA34 residents!\n\nRead more here: https://t.co/aWvCje68bp https://t.co/AzNHH1I5hc',CA34,0,2018.0,D
408916,10,"b""I'm heartbroken by the #MassShootings in El Paso, Texas, and Dayton, Ohio and by the tragic gun violence that took the life of Deante Strickland in Portland.""",MassShootings,2,2019.0,D
47712,88,"b'One year ago, @HouseDemocrats delivered on their promise to fight corruption in Washington by passing #HR1. This bill will end the dominance of big money, protect voting rights and restore ethics in Washington. It\xe2\x80\x99s way past time for @senatemajldr to hold a vote. https://t.co/ZW7AK8XUgt'",HR1,32,2020.0,D
65082,32,"b'The unanimous Senate passage of my #NeverAgain Education Act sends a strong message that Congress is united in combating antisemitism &amp; hate through education.\n\nChildren aren\xe2\x80\x99t born with hate in their hearts, it\xe2\x80\x99s up to us to make sure they never learn it. https://t.co/Q2qPzrTTZ9'",NeverAgain,12,2020.0,D
34530,96,"b""This is outrageous. @realDonaldTrump seems to do #Russia's bidding by denying entry to #Putin critic @BillBrowder. This must be fixed now. https://t.co/bc1npZTHjq""",Russia Putin,69,2017.0,D
218569,305,"b""One year has passed since the brutal murder &amp; dismemberment of U.S. resident &amp; @washingtonpost journalist #JamalKhashoggi, which focused the world's attention on Saudi Arabia's ruthless suppression of dissent.\n\nMy earlier speech honoring him &amp; those silenced for seeking truth: https://t.co/OlFFFkly4U""",JamalKhashoggi,95,2019.0,D
387702,9,b'Did you know the @WSJ named @SamfordU the top University in Alabama? #AL06 https://t.co/TOwJtsT14K',AL06,7,2016.0,R
39176,71,"b'Thank you, @OKCThunder &amp; @OKCNM for recognizing &amp; remembering the 168 lives lost and the survivors of the OKC bombing on your new jerseys. #OKstandard https://t.co/kJIgeHRnJp'",OKstandard,9,2019.0,R
549392,2,b'Great meeting w/ you. MT @RESULTS_Tweets: TY @RepJohnYarmuth 4 mtg w #RESULTSconf advocates from KY. #endpoverty http://t.co/nuNnGMwJok',RESULTSconf endpoverty,6,2013.0,D
404874,27,"b'The $1.4 trillion bipartisan, bicameral funding agreement announced today rejects the devastating and shortsighted cuts proposed by President Trump and makes historic investments in the American people and working families. #Appropriations https://t.co/aJAtDGRZUb'",Appropriations,12,2019.0,D
142239,4,"b'In #Dedham, #Weymouth, and #WestRoxbury, my constituents are impacted severely by proposed high pressure natural gas pipelines.'",Dedham Weymouth WestRoxbury,10,2015.0,D
193432,4,b'#OpportunityZones were designed to spur investment &amp; lead to good jobs and economic growth. This @US_EDA grant will allow the Berryville industrial park to offer both while leveraging private investment and laying the groundwork for future development.\n\nhttps://t.co/mRrds8FEBn',OpportunityZones,6,2019.0,R
457615,16,b'Join me today for a Facebook Live discussion with @gillibrandny! Tune in at 2:30 pm ET for a conversation on how Congress is working to protect our health during #COVID19. Watch live on Facebook @RepUnderwood. https://t.co/bDMJbMvEBo',COVID19,7,2020.0,D
507240,17,"b""I hope you'll join me tomorrow for a conversation on the importance of health care to #VA10 families.\n\nI'll be joined by some fantastic providers and advocates from @ProtectOurCare, @LittleLobbyists, @NovantHealthUVA, and @HealthWorksNova.\n\nTune in here \xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\nhttps://t.co/cv119MsUsZ https://t.co/ir6s56cucM""",VA10,12,,D
269987,4,"b""Many thanks to everyone from Western #PA who traveled to DC for today's #MarchforLife2015! God bless! #ProLife #PA03 http://t.co/JbmU0eL6db""",PA MarchforLife2015 ProLife PA03,10,2015.0,R
242189,4,"b""Investing in our infrastructure will benefit everyone. Our nation\xe2\x80\x99s infrastructure is crumbling, and we can\xe2\x80\x99t wait another day to act. This #InfrastructureWeek, I\xe2\x80\x99m pushing for action! It's time we fix up roads and brides, modernize locks and dams and expand broadband access! https://t.co/LZFugpxAr8""",InfrastructureWeek,4,2019.0,D
295041,272,b'We need to stand together and remain committed to providing safe and affordable housing. #CutsHurt #OurVoicesOurHomes',CutsHurt OurVoicesOurHomes,77,2018.0,D
420666,10,"b'When Congress puts partisanship aside, Washington can make a real difference. Read my thoughts below! #sayfie https://t.co/Ouj0kiZF0Z'",sayfie,5,2016.0,R
178228,21,"b'Almost 3 month ago, the House passed the #HeroesAct which would bring desperately needed relief to struggling families, businesses, state &amp; local governments &amp; front line workers. Mitch McConnell &amp; the White House need to get serious so we can act now to support our communities.'",HeroesAct,11,2020.0,D
321386,5,"b'Monday, I joined @RepJohnJoyce in his district to hear how a lack of access to reliable &amp; affordable broadband is hurting rural Pennsylvania. His district and #IA01 share similar problems, and I\xe2\x80\x99m happy Joyce is committed to finding a bipartisan solution. https://t.co/UDrHwEeQLq https://t.co/PZYYHIfad7'",IA01,1,2019.0,D
334560,0,b'Honored to host @IANationalGuard soldier for tonight\xe2\x80\x99s State of the Union address. http://t.co/rREiec6z #sot #SOTU #SOTU2013',sot SOTU SOTU2013,2,2013.0,R
282777,33,"b'Please, follow #CDC guidelines to help prevent the spread of #COVID19 \xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/QmAUdnoSrM'",CDC COVID19,14,2020.0,D
534418,5,b'.@Interior @USFWS taking action to increase the double-breasted cormorant takings. This is a good first step toward helping #catfish farmers battle these predatory birds that consume millions of dollars of fish every year. https://t.co/SramzonjMr https://t.co/AotLVYagFp',catfish,3,2019.0,R
